id_code,experiment,plate,well,sirna,group
HEPG2-04_2_B21,HEPG2-04,2,B21,721,2
HEPG2-04_2_B22,HEPG2-04,2,B22,473,2
HEPG2-04_2_B23,HEPG2-04,2,B23,467,2
HEPG2-04_2_C02,HEPG2-04,2,C02,661,2
HEPG2-04_2_C04,HEPG2-04,2,C04,558,2
HEPG2-04_2_C05,HEPG2-04,2,C05,95,2
HEPG2-04_2_C06,HEPG2-04,2,C06,1003,2
HEPG2-04_2_C08,HEPG2-04,2,C08,502,2
HEPG2-04_2_C09,HEPG2-04,2,C09,667,2
HEPG2-04_2_C10,HEPG2-04,2,C10,903,2
HEPG2-04_2_C12,HEPG2-04,2,C12,714,2
HEPG2-04_2_C13,HEPG2-04,2,C13,149,2
HEPG2-04_2_C14,HEPG2-04,2,C14,730,2
HEPG2-04_2_C16,HEPG2-04,2,C16,381,2
HEPG2-04_2_C17,HEPG2-04,2,C17,83,2
HEPG2-04_2_C18,HEPG2-04,2,C18,27,2
HEPG2-04_2_C20,HEPG2-04,2,C20,1088,2
HEPG2-04_2_C21,HEPG2-04,2,C21,957,2
HEPG2-04_2_C23,HEPG2-04,2,C23,639,2
HEPG2-04_2_D02,HEPG2-04,2,D02,975,2
HEPG2-04_2_D03,HEPG2-04,2,D03,597,2
HEPG2-04_2_D04,HEPG2-04,2,D04,87,2
HEPG2-04_2_D05,HEPG2-04,2,D05,452,2
HEPG2-04_2_D06,HEPG2-04,2,D06,952,2
HEPG2-04_2_D07,HEPG2-04,2,D07,761,2
HEPG2-04_2_D08,HEPG2-04,2,D08,376,2
HEPG2-04_2_D09,HEPG2-04,2,D09,752,2
HEPG2-04_2_D10,HEPG2-04,2,D10,101,2
HEPG2-04_2_D11,HEPG2-04,2,D11,349,2
HEPG2-04_2_D12,HEPG2-04,2,D12,898,2
HEPG2-04_2_D13,HEPG2-04,2,D13,1017,2
HEPG2-04_2_D14,HEPG2-04,2,D14,709,2
HEPG2-04_2_D15,HEPG2-04,2,D15,178,2
HEPG2-04_2_D16,HEPG2-04,2,D16,851,2
HEPG2-04_2_D17,HEPG2-04,2,D17,57,2
HEPG2-04_2_D18,HEPG2-04,2,D18,64,2
HEPG2-04_2_D19,HEPG2-04,2,D19,269,2
HEPG2-04_2_D20,HEPG2-04,2,D20,1063,2
HEPG2-04_2_D21,HEPG2-04,2,D21,1070,2
HEPG2-04_2_D22,HEPG2-04,2,D22,965,2
HEPG2-04_2_D23,HEPG2-04,2,D23,729,2
HEPG2-04_2_E02,HEPG2-04,2,E02,233,2
HEPG2-04_2_E03,HEPG2-04,2,E03,623,2
HEPG2-04_2_E04,HEPG2-04,2,E04,425,2
HEPG2-04_2_E05,HEPG2-04,2,E05,225,2
HEPG2-04_2_E06,HEPG2-04,2,E06,830,2
HEPG2-04_2_E07,HEPG2-04,2,E07,383,2
HEPG2-04_2_E08,HEPG2-04,2,E08,766,2
HEPG2-04_2_E09,HEPG2-04,2,E09,701,2
HEPG2-04_2_E10,HEPG2-04,2,E10,844,2
HEPG2-04_2_E11,HEPG2-04,2,E11,651,2
HEPG2-04_2_E12,HEPG2-04,2,E12,856,2
HEPG2-04_2_E13,HEPG2-04,2,E13,988,2
HEPG2-04_2_E14,HEPG2-04,2,E14,747,2
HEPG2-04_2_E15,HEPG2-04,2,E15,11,2
HEPG2-04_2_E16,HEPG2-04,2,E16,584,2
HEPG2-04_2_E17,HEPG2-04,2,E17,353,2
HEPG2-04_2_E18,HEPG2-04,2,E18,329,2
HEPG2-04_2_E19,HEPG2-04,2,E19,409,2
HEPG2-04_2_E20,HEPG2-04,2,E20,466,2
HEPG2-04_2_E21,HEPG2-04,2,E21,196,2
HEPG2-04_2_E22,HEPG2-04,2,E22,662,2
HEPG2-04_2_E23,HEPG2-04,2,E23,414,2
HEPG2-04_2_F02,HEPG2-04,2,F02,934,2
HEPG2-04_2_F04,HEPG2-04,2,F04,801,2
HEPG2-04_2_F05,HEPG2-04,2,F05,164,2
HEPG2-04_2_F06,HEPG2-04,2,F06,1035,2
HEPG2-04_2_F08,HEPG2-04,2,F08,428,2
HEPG2-04_2_F09,HEPG2-04,2,F09,305,2
HEPG2-04_2_F10,HEPG2-04,2,F10,165,2
HEPG2-04_2_F12,HEPG2-04,2,F12,412,2
HEPG2-04_2_F13,HEPG2-04,2,F13,918,2
HEPG2-04_2_F14,HEPG2-04,2,F14,72,2
HEPG2-04_2_F16,HEPG2-04,2,F16,571,2
HEPG2-04_2_F17,HEPG2-04,2,F17,787,2
HEPG2-04_2_F18,HEPG2-04,2,F18,726,2
HEPG2-04_2_F20,HEPG2-04,2,F20,462,2
HEPG2-04_2_F21,HEPG2-04,2,F21,781,2
HEPG2-04_2_F23,HEPG2-04,2,F23,951,2
HEPG2-04_2_G02,HEPG2-04,2,G02,357,2
HEPG2-04_2_G03,HEPG2-04,2,G03,733,2
HEPG2-04_2_G04,HEPG2-04,2,G04,60,2
HEPG2-04_2_G05,HEPG2-04,2,G05,189,2
HEPG2-04_2_G06,HEPG2-04,2,G06,423,2
HEPG2-04_2_G07,HEPG2-04,2,G07,826,2
HEPG2-04_2_G08,HEPG2-04,2,G08,876,2
HEPG2-04_2_G09,HEPG2-04,2,G09,706,2
HEPG2-04_2_G10,HEPG2-04,2,G10,1049,2
HEPG2-04_2_G11,HEPG2-04,2,G11,1083,2
HEPG2-04_2_G12,HEPG2-04,2,G12,447,2
HEPG2-04_2_G13,HEPG2-04,2,G13,1080,2
HEPG2-04_2_G14,HEPG2-04,2,G14,2,2
HEPG2-04_2_G15,HEPG2-04,2,G15,563,2
HEPG2-04_2_G16,HEPG2-04,2,G16,913,2
HEPG2-04_2_G17,HEPG2-04,2,G17,550,2
HEPG2-04_2_G18,HEPG2-04,2,G18,893,2
HEPG2-04_2_G19,HEPG2-04,2,G19,569,2
HEPG2-04_2_G20,HEPG2-04,2,G20,1032,2
HEPG2-04_2_G21,HEPG2-04,2,G21,553,2
HEPG2-04_2_G22,HEPG2-04,2,G22,262,2
HEPG2-04_2_G23,HEPG2-04,2,G23,52,2
HEPG2-04_2_H02,HEPG2-04,2,H02,754,2
HEPG2-04_2_H04,HEPG2-04,2,H04,615,2
HEPG2-04_2_H05,HEPG2-04,2,H05,902,2
HEPG2-04_2_H06,HEPG2-04,2,H06,1090,2
HEPG2-04_2_H08,HEPG2-04,2,H08,1098,2
HEPG2-04_2_H09,HEPG2-04,2,H09,788,2
HEPG2-04_2_H10,HEPG2-04,2,H10,735,2
HEPG2-04_2_H12,HEPG2-04,2,H12,408,2
HEPG2-04_2_H13,HEPG2-04,2,H13,334,2
HEPG2-04_2_H14,HEPG2-04,2,H14,813,2
HEPG2-04_2_H16,HEPG2-04,2,H16,1016,2
HEPG2-04_2_H17,HEPG2-04,2,H17,1052,2
HEPG2-04_2_H18,HEPG2-04,2,H18,874,2
HEPG2-04_2_H20,HEPG2-04,2,H20,75,2
HEPG2-04_2_H21,HEPG2-04,2,H21,544,2
HEPG2-04_2_H23,HEPG2-04,2,H23,330,2
HEPG2-04_2_I02,HEPG2-04,2,I02,315,2
HEPG2-04_2_I03,HEPG2-04,2,I03,131,2
HEPG2-04_2_I04,HEPG2-04,2,I04,492,2
HEPG2-04_2_I05,HEPG2-04,2,I05,285,2
HEPG2-04_2_I06,HEPG2-04,2,I06,956,2
HEPG2-04_2_I07,HEPG2-04,2,I07,739,2
HEPG2-04_2_I08,HEPG2-04,2,I08,351,2
HEPG2-04_2_I09,HEPG2-04,2,I09,535,2
HEPG2-04_2_I10,HEPG2-04,2,I10,717,2
HEPG2-04_2_I11,HEPG2-04,2,I11,333,2
HEPG2-04_2_I12,HEPG2-04,2,I12,736,2
HEPG2-04_2_I13,HEPG2-04,2,I13,731,2
HEPG2-04_2_I14,HEPG2-04,2,I14,511,2
HEPG2-04_2_I15,HEPG2-04,2,I15,218,2
HEPG2-04_2_I16,HEPG2-04,2,I16,776,2
HEPG2-04_2_I17,HEPG2-04,2,I17,166,2
HEPG2-04_2_I18,HEPG2-04,2,I18,1078,2
HEPG2-04_2_I19,HEPG2-04,2,I19,654,2
HEPG2-04_2_I20,HEPG2-04,2,I20,1092,2
HEPG2-04_2_I21,HEPG2-04,2,I21,160,2
HEPG2-04_2_I22,HEPG2-04,2,I22,146,2
HEPG2-04_2_I23,HEPG2-04,2,I23,1030,2
HEPG2-04_2_J02,HEPG2-04,2,J02,640,2
HEPG2-04_2_J04,HEPG2-04,2,J04,694,2
HEPG2-04_2_J05,HEPG2-04,2,J05,697,2
HEPG2-04_2_J06,HEPG2-04,2,J06,461,2
HEPG2-04_2_J08,HEPG2-04,2,J08,968,2
HEPG2-04_2_J09,HEPG2-04,2,J09,47,2
HEPG2-04_2_J10,HEPG2-04,2,J10,682,2
HEPG2-04_2_J12,HEPG2-04,2,J12,390,2
HEPG2-04_2_J13,HEPG2-04,2,J13,393,2
HEPG2-04_2_J14,HEPG2-04,2,J14,117,2
HEPG2-04_2_J16,HEPG2-04,2,J16,475,2
HEPG2-04_2_J17,HEPG2-04,2,J17,43,2
HEPG2-04_2_J18,HEPG2-04,2,J18,1046,2
HEPG2-04_2_J20,HEPG2-04,2,J20,849,2
HEPG2-04_2_J21,HEPG2-04,2,J21,1019,2
HEPG2-04_2_J23,HEPG2-04,2,J23,909,2
HEPG2-04_2_K02,HEPG2-04,2,K02,194,2
HEPG2-04_2_K03,HEPG2-04,2,K03,804,2
HEPG2-04_2_K04,HEPG2-04,2,K04,303,2
HEPG2-04_2_K05,HEPG2-04,2,K05,66,2
HEPG2-04_2_K06,HEPG2-04,2,K06,529,2
HEPG2-04_2_K07,HEPG2-04,2,K07,175,2
HEPG2-04_2_K08,HEPG2-04,2,K08,342,2
HEPG2-04_2_K09,HEPG2-04,2,K09,364,2
HEPG2-04_2_K10,HEPG2-04,2,K10,317,2
HEPG2-04_2_K11,HEPG2-04,2,K11,966,2
HEPG2-04_2_K12,HEPG2-04,2,K12,669,2
HEPG2-04_2_K13,HEPG2-04,2,K13,92,2
HEPG2-04_2_K14,HEPG2-04,2,K14,245,2
HEPG2-04_2_K15,HEPG2-04,2,K15,219,2
HEPG2-04_2_K16,HEPG2-04,2,K16,837,2
HEPG2-04_2_K17,HEPG2-04,2,K17,263,2
HEPG2-04_2_K18,HEPG2-04,2,K18,542,2
HEPG2-04_2_K19,HEPG2-04,2,K19,228,2
HEPG2-04_2_K20,HEPG2-04,2,K20,78,2
HEPG2-04_2_K21,HEPG2-04,2,K21,1024,2
HEPG2-04_2_K22,HEPG2-04,2,K22,642,2
HEPG2-04_2_K23,HEPG2-04,2,K23,1002,2
HEPG2-04_2_L02,HEPG2-04,2,L02,753,2
HEPG2-04_2_L03,HEPG2-04,2,L03,100,2
HEPG2-04_2_L04,HEPG2-04,2,L04,20,2
HEPG2-04_2_L05,HEPG2-04,2,L05,579,2
HEPG2-04_2_L06,HEPG2-04,2,L06,41,2
HEPG2-04_2_L07,HEPG2-04,2,L07,299,2
HEPG2-04_2_L08,HEPG2-04,2,L08,216,2
HEPG2-04_2_L09,HEPG2-04,2,L09,932,2
HEPG2-04_2_L10,HEPG2-04,2,L10,7,2
HEPG2-04_2_L11,HEPG2-04,2,L11,19,2
HEPG2-04_2_L12,HEPG2-04,2,L12,28,2
HEPG2-04_2_L13,HEPG2-04,2,L13,887,2
HEPG2-04_2_L14,HEPG2-04,2,L14,867,2
HEPG2-04_2_L15,HEPG2-04,2,L15,138,2
HEPG2-04_2_L16,HEPG2-04,2,L16,111,2
HEPG2-04_2_L17,HEPG2-04,2,L17,946,2
HEPG2-04_2_L18,HEPG2-04,2,L18,852,2
HEPG2-04_2_L19,HEPG2-04,2,L19,941,2
HEPG2-04_2_L20,HEPG2-04,2,L20,63,2
HEPG2-04_2_L21,HEPG2-04,2,L21,429,2
HEPG2-04_2_L22,HEPG2-04,2,L22,1043,2
HEPG2-04_2_L23,HEPG2-04,2,L23,722,2
HEPG2-04_2_M02,HEPG2-04,2,M02,1077,2
HEPG2-04_2_M04,HEPG2-04,2,M04,236,2
HEPG2-04_2_M05,HEPG2-04,2,M05,130,2
HEPG2-04_2_M06,HEPG2-04,2,M06,600,2
HEPG2-04_2_M08,HEPG2-04,2,M08,81,2
HEPG2-04_2_M09,HEPG2-04,2,M09,61,2
HEPG2-04_2_M10,HEPG2-04,2,M10,22,2
HEPG2-04_2_M12,HEPG2-04,2,M12,650,2
HEPG2-04_2_M13,HEPG2-04,2,M13,132,2
HEPG2-04_2_M14,HEPG2-04,2,M14,182,2
HEPG2-04_2_M16,HEPG2-04,2,M16,521,2
HEPG2-04_2_M17,HEPG2-04,2,M17,967,2
HEPG2-04_2_M18,HEPG2-04,2,M18,434,2
HEPG2-04_2_M20,HEPG2-04,2,M20,454,2
HEPG2-04_2_M21,HEPG2-04,2,M21,517,2
HEPG2-04_2_M23,HEPG2-04,2,M23,457,2
HEPG2-04_2_N02,HEPG2-04,2,N02,865,2
HEPG2-04_2_N03,HEPG2-04,2,N03,404,2
HEPG2-04_2_N04,HEPG2-04,2,N04,284,2
HEPG2-04_2_N05,HEPG2-04,2,N05,1047,2
HEPG2-04_2_N06,HEPG2-04,2,N06,896,2
HEPG2-04_2_N07,HEPG2-04,2,N07,917,2
HEPG2-04_2_N08,HEPG2-04,2,N08,1044,2
HEPG2-04_2_N09,HEPG2-04,2,N09,206,2
HEPG2-04_2_N10,HEPG2-04,2,N10,879,2
HEPG2-04_2_N11,HEPG2-04,2,N11,499,2
HEPG2-04_2_N12,HEPG2-04,2,N12,779,2
HEPG2-04_2_N13,HEPG2-04,2,N13,495,2
HEPG2-04_2_N14,HEPG2-04,2,N14,580,2
HEPG2-04_2_N15,HEPG2-04,2,N15,483,2
HEPG2-04_2_N16,HEPG2-04,2,N16,407,2
HEPG2-04_2_N17,HEPG2-04,2,N17,44,2
HEPG2-04_2_N18,HEPG2-04,2,N18,153,2
HEPG2-04_2_N19,HEPG2-04,2,N19,25,2
HEPG2-04_2_N20,HEPG2-04,2,N20,384,2
HEPG2-04_2_N21,HEPG2-04,2,N21,732,2
HEPG2-04_2_N22,HEPG2-04,2,N22,1058,2
HEPG2-04_2_N23,HEPG2-04,2,N23,723,2
HEPG2-04_2_O02,HEPG2-04,2,O02,927,2
HEPG2-04_2_O03,HEPG2-04,2,O03,1064,2
HEPG2-04_2_O04,HEPG2-04,2,O04,424,2
HEPG2-04_2_O05,HEPG2-04,2,O05,683,2
HEPG2-04_2_O06,HEPG2-04,2,O06,915,2
HEPG2-04_2_O07,HEPG2-04,2,O07,790,2
HEPG2-04_2_O08,HEPG2-04,2,O08,93,2
HEPG2-04_2_O09,HEPG2-04,2,O09,421,2
HEPG2-04_2_O10,HEPG2-04,2,O10,659,2
HEPG2-04_2_O11,HEPG2-04,2,O11,857,2
HEPG2-04_2_O12,HEPG2-04,2,O12,42,2
HEPG2-04_2_O13,HEPG2-04,2,O13,207,2
HEPG2-04_2_O14,HEPG2-04,2,O14,789,2
HEPG2-04_2_O15,HEPG2-04,2,O15,827,2
HEPG2-04_2_O16,HEPG2-04,2,O16,336,2
HEPG2-04_2_O17,HEPG2-04,2,O17,118,2
HEPG2-04_2_O18,HEPG2-04,2,O18,1033,2
HEPG2-04_2_O19,HEPG2-04,2,O19,479,2
HEPG2-04_2_O20,HEPG2-04,2,O20,871,2
HEPG2-04_2_O21,HEPG2-04,2,O21,536,2
HEPG2-04_2_O22,HEPG2-04,2,O22,783,2
HEPG2-04_2_O23,HEPG2-04,2,O23,920,2
HEPG2-04_3_B03,HEPG2-04,3,B03,252,3
HEPG2-04_3_B04,HEPG2-04,3,B04,448,3
HEPG2-04_3_B05,HEPG2-04,3,B05,860,3
HEPG2-04_3_B06,HEPG2-04,3,B06,319,3
HEPG2-04_3_B07,HEPG2-04,3,B07,151,3
HEPG2-04_3_B08,HEPG2-04,3,B08,453,3
HEPG2-04_3_B09,HEPG2-04,3,B09,145,3
HEPG2-04_3_B10,HEPG2-04,3,B10,716,3
HEPG2-04_3_B11,HEPG2-04,3,B11,444,3
HEPG2-04_3_B12,HEPG2-04,3,B12,643,3
HEPG2-04_3_B13,HEPG2-04,3,B13,1029,3
HEPG2-04_3_B14,HEPG2-04,3,B14,307,3
HEPG2-04_3_B15,HEPG2-04,3,B15,394,3
HEPG2-04_3_B16,HEPG2-04,3,B16,649,3
HEPG2-04_3_B17,HEPG2-04,3,B17,401,3
HEPG2-04_3_B18,HEPG2-04,3,B18,617,3
HEPG2-04_3_B19,HEPG2-04,3,B19,590,3
HEPG2-04_3_B20,HEPG2-04,3,B20,405,3
HEPG2-04_3_B21,HEPG2-04,3,B21,380,3
HEPG2-04_3_B22,HEPG2-04,3,B22,713,3
HEPG2-04_3_B23,HEPG2-04,3,B23,65,3
HEPG2-04_3_C02,HEPG2-04,3,C02,362,3
HEPG2-04_3_C04,HEPG2-04,3,C04,115,3
HEPG2-04_3_C05,HEPG2-04,3,C05,530,3
HEPG2-04_3_C06,HEPG2-04,3,C06,815,3
HEPG2-04_3_C08,HEPG2-04,3,C08,546,3
HEPG2-04_3_C09,HEPG2-04,3,C09,666,3
HEPG2-04_3_C10,HEPG2-04,3,C10,1079,3
HEPG2-04_3_C12,HEPG2-04,3,C12,375,3
HEPG2-04_3_C13,HEPG2-04,3,C13,464,3
HEPG2-04_3_C14,HEPG2-04,3,C14,387,3
HEPG2-04_3_C16,HEPG2-04,3,C16,38,3
HEPG2-04_3_C17,HEPG2-04,3,C17,1000,3
HEPG2-04_3_C18,HEPG2-04,3,C18,861,3
HEPG2-04_3_C20,HEPG2-04,3,C20,1074,3
HEPG2-04_3_C21,HEPG2-04,3,C21,774,3
HEPG2-04_3_C23,HEPG2-04,3,C23,866,3
HEPG2-04_3_D02,HEPG2-04,3,D02,1018,3
HEPG2-04_3_D03,HEPG2-04,3,D03,446,3
HEPG2-04_3_D04,HEPG2-04,3,D04,86,3
HEPG2-04_3_D05,HEPG2-04,3,D05,62,3
HEPG2-04_3_D06,HEPG2-04,3,D06,198,3
HEPG2-04_3_D07,HEPG2-04,3,D07,690,3
HEPG2-04_3_D08,HEPG2-04,3,D08,533,3
HEPG2-04_3_D09,HEPG2-04,3,D09,749,3
HEPG2-04_3_D10,HEPG2-04,3,D10,922,3
HEPG2-04_3_D11,HEPG2-04,3,D11,678,3
HEPG2-04_3_D12,HEPG2-04,3,D12,570,3
HEPG2-04_3_D13,HEPG2-04,3,D13,35,3
HEPG2-04_3_D14,HEPG2-04,3,D14,484,3
HEPG2-04_3_D15,HEPG2-04,3,D15,1051,3
HEPG2-04_3_D16,HEPG2-04,3,D16,963,3
HEPG2-04_3_D17,HEPG2-04,3,D17,820,3
HEPG2-04_3_D18,HEPG2-04,3,D18,180,3
HEPG2-04_3_D19,HEPG2-04,3,D19,637,3
HEPG2-04_3_D20,HEPG2-04,3,D20,173,3
HEPG2-04_3_D21,HEPG2-04,3,D21,955,3
HEPG2-04_3_D22,HEPG2-04,3,D22,586,3
HEPG2-04_3_D23,HEPG2-04,3,D23,1012,3
HEPG2-04_3_E02,HEPG2-04,3,E02,1007,3
HEPG2-04_3_E03,HEPG2-04,3,E03,96,3
HEPG2-04_3_E04,HEPG2-04,3,E04,279,3
HEPG2-04_3_E05,HEPG2-04,3,E05,167,3
HEPG2-04_3_E06,HEPG2-04,3,E06,90,3
HEPG2-04_3_E07,HEPG2-04,3,E07,551,3
HEPG2-04_3_E08,HEPG2-04,3,E08,485,3
HEPG2-04_3_E09,HEPG2-04,3,E09,234,3
HEPG2-04_3_E10,HEPG2-04,3,E10,768,3
HEPG2-04_3_E11,HEPG2-04,3,E11,359,3
HEPG2-04_3_E12,HEPG2-04,3,E12,463,3
HEPG2-04_3_E13,HEPG2-04,3,E13,805,3
HEPG2-04_3_E14,HEPG2-04,3,E14,578,3
HEPG2-04_3_E15,HEPG2-04,3,E15,933,3
HEPG2-04_3_E16,HEPG2-04,3,E16,633,3
HEPG2-04_3_E17,HEPG2-04,3,E17,769,3
HEPG2-04_3_E18,HEPG2-04,3,E18,616,3
HEPG2-04_3_E19,HEPG2-04,3,E19,677,3
HEPG2-04_3_E20,HEPG2-04,3,E20,970,3
HEPG2-04_3_E21,HEPG2-04,3,E21,658,3
HEPG2-04_3_E22,HEPG2-04,3,E22,34,3
HEPG2-04_3_E23,HEPG2-04,3,E23,989,3
HEPG2-04_3_F02,HEPG2-04,3,F02,435,3
HEPG2-04_3_F04,HEPG2-04,3,F04,916,3
HEPG2-04_3_F05,HEPG2-04,3,F05,501,3
HEPG2-04_3_F06,HEPG2-04,3,F06,777,3
HEPG2-04_3_F08,HEPG2-04,3,F08,186,3
HEPG2-04_3_F09,HEPG2-04,3,F09,886,3
HEPG2-04_3_F10,HEPG2-04,3,F10,21,3
HEPG2-04_3_F12,HEPG2-04,3,F12,337,3
HEPG2-04_3_F13,HEPG2-04,3,F13,807,3
HEPG2-04_3_F14,HEPG2-04,3,F14,477,3
HEPG2-04_3_F16,HEPG2-04,3,F16,246,3
HEPG2-04_3_F17,HEPG2-04,3,F17,707,3
HEPG2-04_3_F18,HEPG2-04,3,F18,125,3
HEPG2-04_3_F20,HEPG2-04,3,F20,1085,3
HEPG2-04_3_F21,HEPG2-04,3,F21,727,3
HEPG2-04_3_F23,HEPG2-04,3,F23,599,3
HEPG2-04_3_G02,HEPG2-04,3,G02,271,3
HEPG2-04_3_G03,HEPG2-04,3,G03,267,3
HEPG2-04_3_G04,HEPG2-04,3,G04,49,3
HEPG2-04_3_G05,HEPG2-04,3,G05,504,3
HEPG2-04_3_G06,HEPG2-04,3,G06,190,3
HEPG2-04_3_G07,HEPG2-04,3,G07,410,3
HEPG2-04_3_G08,HEPG2-04,3,G08,593,3
HEPG2-04_3_G09,HEPG2-04,3,G09,174,3
HEPG2-04_3_G10,HEPG2-04,3,G10,818,3
HEPG2-04_3_G11,HEPG2-04,3,G11,314,3
HEPG2-04_3_G12,HEPG2-04,3,G12,432,3
HEPG2-04_3_G13,HEPG2-04,3,G13,763,3
HEPG2-04_3_G14,HEPG2-04,3,G14,863,3
HEPG2-04_3_G15,HEPG2-04,3,G15,142,3
HEPG2-04_3_G16,HEPG2-04,3,G16,1087,3
HEPG2-04_3_G17,HEPG2-04,3,G17,1086,3
HEPG2-04_3_G18,HEPG2-04,3,G18,873,3
HEPG2-04_3_G19,HEPG2-04,3,G19,648,3
HEPG2-04_3_G20,HEPG2-04,3,G20,1091,3
HEPG2-04_3_G21,HEPG2-04,3,G21,491,3
HEPG2-04_3_G22,HEPG2-04,3,G22,120,3
HEPG2-04_3_G23,HEPG2-04,3,G23,494,3
HEPG2-04_3_H02,HEPG2-04,3,H02,738,3
HEPG2-04_3_H04,HEPG2-04,3,H04,834,3
HEPG2-04_3_H05,HEPG2-04,3,H05,248,3
HEPG2-04_3_H06,HEPG2-04,3,H06,858,3
HEPG2-04_3_H08,HEPG2-04,3,H08,347,3
HEPG2-04_3_H09,HEPG2-04,3,H09,644,3
HEPG2-04_3_H10,HEPG2-04,3,H10,335,3
HEPG2-04_3_H12,HEPG2-04,3,H12,819,3
HEPG2-04_3_H13,HEPG2-04,3,H13,382,3
HEPG2-04_3_H14,HEPG2-04,3,H14,291,3
HEPG2-04_3_H16,HEPG2-04,3,H16,184,3
HEPG2-04_3_H17,HEPG2-04,3,H17,512,3
HEPG2-04_3_H18,HEPG2-04,3,H18,244,3
HEPG2-04_3_H20,HEPG2-04,3,H20,214,3
HEPG2-04_3_H21,HEPG2-04,3,H21,148,3
HEPG2-04_3_H23,HEPG2-04,3,H23,99,3
HEPG2-04_3_I02,HEPG2-04,3,I02,1034,3
HEPG2-04_3_I03,HEPG2-04,3,I03,32,3
HEPG2-04_3_I04,HEPG2-04,3,I04,821,3
HEPG2-04_3_I05,HEPG2-04,3,I05,632,3
HEPG2-04_3_I06,HEPG2-04,3,I06,1099,3
HEPG2-04_3_I07,HEPG2-04,3,I07,665,3
HEPG2-04_3_I08,HEPG2-04,3,I08,229,3
HEPG2-04_3_I09,HEPG2-04,3,I09,740,3
HEPG2-04_3_I10,HEPG2-04,3,I10,603,3
HEPG2-04_3_I11,HEPG2-04,3,I11,545,3
HEPG2-04_3_I12,HEPG2-04,3,I12,210,3
HEPG2-04_3_I13,HEPG2-04,3,I13,377,3
HEPG2-04_3_I14,HEPG2-04,3,I14,283,3
HEPG2-04_3_I15,HEPG2-04,3,I15,1068,3
HEPG2-04_3_I16,HEPG2-04,3,I16,53,3
HEPG2-04_3_I17,HEPG2-04,3,I17,368,3
HEPG2-04_3_I18,HEPG2-04,3,I18,1105,3
HEPG2-04_3_I19,HEPG2-04,3,I19,718,3
HEPG2-04_3_I20,HEPG2-04,3,I20,947,3
HEPG2-04_3_I21,HEPG2-04,3,I21,919,3
HEPG2-04_3_I22,HEPG2-04,3,I22,995,3
HEPG2-04_3_I23,HEPG2-04,3,I23,123,3
HEPG2-04_3_J02,HEPG2-04,3,J02,548,3
HEPG2-04_3_J04,HEPG2-04,3,J04,310,3
HEPG2-04_3_J05,HEPG2-04,3,J05,525,3
HEPG2-04_3_J06,HEPG2-04,3,J06,338,3
HEPG2-04_3_J08,HEPG2-04,3,J08,691,3
HEPG2-04_3_J09,HEPG2-04,3,J09,679,3
HEPG2-04_3_J10,HEPG2-04,3,J10,942,3
HEPG2-04_3_J12,HEPG2-04,3,J12,465,3
HEPG2-04_3_J13,HEPG2-04,3,J13,608,3
HEPG2-04_3_J14,HEPG2-04,3,J14,869,3
HEPG2-04_3_J16,HEPG2-04,3,J16,437,3
HEPG2-04_3_J17,HEPG2-04,3,J17,255,3
HEPG2-04_3_J18,HEPG2-04,3,J18,800,3
HEPG2-04_3_J20,HEPG2-04,3,J20,977,3
HEPG2-04_3_J21,HEPG2-04,3,J21,449,3
HEPG2-04_3_J23,HEPG2-04,3,J23,510,3
HEPG2-04_3_K02,HEPG2-04,3,K02,627,3
HEPG2-04_3_K03,HEPG2-04,3,K03,134,3
HEPG2-04_3_K04,HEPG2-04,3,K04,114,3
HEPG2-04_3_K05,HEPG2-04,3,K05,816,3
HEPG2-04_3_K06,HEPG2-04,3,K06,809,3
HEPG2-04_3_K07,HEPG2-04,3,K07,121,3
HEPG2-04_3_K08,HEPG2-04,3,K08,183,3
HEPG2-04_3_K09,HEPG2-04,3,K09,583,3
HEPG2-04_3_K10,HEPG2-04,3,K10,943,3
HEPG2-04_3_K11,HEPG2-04,3,K11,29,3
HEPG2-04_3_K12,HEPG2-04,3,K12,936,3
HEPG2-04_3_K13,HEPG2-04,3,K13,1071,3
HEPG2-04_3_K14,HEPG2-04,3,K14,937,3
HEPG2-04_3_K15,HEPG2-04,3,K15,944,3
HEPG2-04_3_K16,HEPG2-04,3,K16,129,3
HEPG2-04_3_K17,HEPG2-04,3,K17,365,3
HEPG2-04_3_K18,HEPG2-04,3,K18,490,3
HEPG2-04_3_K19,HEPG2-04,3,K19,516,3
HEPG2-04_3_K20,HEPG2-04,3,K20,480,3
HEPG2-04_3_K21,HEPG2-04,3,K21,84,3
HEPG2-04_3_K22,HEPG2-04,3,K22,848,3
HEPG2-04_3_K23,HEPG2-04,3,K23,829,3
HEPG2-04_3_L02,HEPG2-04,3,L02,992,3
HEPG2-04_3_L03,HEPG2-04,3,L03,625,3
HEPG2-04_3_L04,HEPG2-04,3,L04,926,3
HEPG2-04_3_L05,HEPG2-04,3,L05,250,3
HEPG2-04_3_L06,HEPG2-04,3,L06,170,3
HEPG2-04_3_L07,HEPG2-04,3,L07,795,3
HEPG2-04_3_L08,HEPG2-04,3,L08,646,3
HEPG2-04_3_L09,HEPG2-04,3,L09,322,3
HEPG2-04_3_L10,HEPG2-04,3,L10,168,3
HEPG2-04_3_L11,HEPG2-04,3,L11,289,3
